Event,Stage,From,To,Type,Points
athens-2006,grand-final,iceland,Russia,Televoting,5
athens-2006,grand-final,iceland,Norway,Televoting,4
athens-2006,grand-final,iceland,Bosnia & Herzegovina,Televoting,3
athens-2006,grand-final,iceland,Romania,Televoting,2
athens-2006,grand-final,iceland,Ireland,Televoting,1
athens-2006,grand-final,ireland,Lithuania,Televoting,12
athens-2006,grand-final,ireland,Finland,Televoting,10
athens-2006,grand-final,ireland,United Kingdom,Televoting,8
athens-2006,grand-final,ireland,Sweden,Televoting,7
athens-2006,grand-final,ireland,Romania,Televoting,6
athens-2006,grand-final,ireland,Russia,Televoting,5
athens-2006,grand-final,ireland,Latvia,Televoting,4
athens-2006,grand-final,ireland,Germany,Televoting,3
athens-2006,grand-final,ireland,Bosnia & Herzegovina,Televoting,2
athens-2006,grand-final,ireland,Ukraine,Televoting,1
athens-2006,grand-final,israel,Russia,Televoting,12
athens-2006,grand-final,israel,Romania,Televoting,10
athens-2006,grand-final,israel,Armenia,Televoting,8
athens-2006,grand-final,israel,Finland,Televoting,7
athens-2006,grand-final,israel,Ukraine,Televoting,6
athens-2006,grand-final,israel,Sweden,Televoting,5
athens-2006,grand-final,israel,Switzerland,Televoting,4
athens-2006,grand-final,israel,Lithuania,Televoting,3
athens-2006,grand-final,israel,Bosnia & Herzegovina,Televoting,2
athens-2006,grand-final,israel,Turkey,Televoting,1
athens-2006,grand-final,latvia,Russia,Televoting,12
athens-2006,grand-final,latvia,Lithuania,Televoting,10
athens-2006,grand-final,latvia,Finland,Televoting,8
athens-2006,grand-final,latvia,Sweden,Televoting,7
athens-2006,grand-final,latvia,Norway,Televoting,6
athens-2006,grand-final,latvia,Ukraine,Televoting,5
athens-2006,grand-final,latvia,Ireland,Televoting,4
athens-2006,grand-final,latvia,Germany,Televoting,3
athens-2006,grand-final,latvia,Romania,Televoting,2
athens-2006,grand-final,latvia,United Kingdom,Televoting,1
athens-2006,grand-final,lithuania,Russia,Televoting,12
athens-2006,grand-final,lithuania,Finland,Televoting,10
athens-2006,grand-final,lithuania,Latvia,Televoting,8
athens-2006,grand-final,lithuania,Ukraine,Televoting,7
athens-2006,grand-final,lithuania,Ireland,Televoting,6
athens-2006,grand-final,lithuania,Sweden,Televoting,5
athens-2006,grand-final,lithuania,Bosnia & Herzegovina,Televoting,4
athens-2006,grand-final,lithuania,Greece,Televoting,3
athens-2006,grand-final,lithuania,Armenia,Televoting,2
athens-2006,grand-final,lithuania,Romania,Televoting,1
athens-2006,grand-final,malta,Switzerland,Televoting,12
athens-2006,grand-final,malta,Romania,Televoting,10
athens-2006,grand-final,malta,Greece,Televoting,8
athens-2006,grand-final,malta,Finland,Televoting,7
athens-2006,grand-final,malta,Sweden,Televoting,6
athens-2006,grand-final,malta,Russia,Televoting,5
athens-2006,grand-final,malta,Ireland,Televoting,4
athens-2006,grand-final,malta,United Kingdom,Televoting,3
athens-2006,grand-final,malta,Ukraine,Televoting,2
athens-2006,grand-final,malta,Lithuania,Televoting,1
athens-2006,grand-final,moldova,Romania,Televoting,12
athens-2006,grand-final,moldova,Russia,Televoting,10
athens-2006,grand-final,moldova,Ukraine,Televoting,8
athens-2006,grand-final,moldova,Armenia,Televoting,7
athens-2006,grand-final,moldova,Finland,Televoting,6
athens-2006,grand-final,moldova,Bosnia & Herzegovina,Televoting,5
athens-2006,grand-final,moldova,Lithuania,Televoting,4
athens-2006,grand-final,moldova,Norway,Televoting,3
athens-2006,grand-final,moldova,Sweden,Televoting,2
athens-2006,grand-final,moldova,Greece,Televoting,1
athens-2006,grand-final,monaco,Bosnia & Herzegovina,Televoting,12
athens-2006,grand-final,monaco,Ireland,Televoting,10
athens-2006,grand-final,monaco,Latvia,Televoting,8
athens-2006,grand-final,monaco,Lithuania,Televoting,7
athens-2006,grand-final,monaco,Switzerland,Televoting,6
athens-2006,grand-final,monaco,Sweden,Televoting,5
athens-2006,grand-final,monaco,Croatia,Televoting,4
athens-2006,grand-final,monaco,France,Televoting,3
athens-2006,grand-final,monaco,Ukraine,Televoting,2
athens-2006,grand-final,monaco,Norway,Televoting,1
athens-2006,grand-final,norway,Finland,Televoting,12
athens-2006,grand-final,norway,Sweden,Televoting,10
athens-2006,grand-final,norway,Bosnia & Herzegovina,Televoting,8
athens-2006,grand-final,norway,Ireland,Televoting,7
athens-2006,grand-final,norway,Denmark,Televoting,6
athens-2006,grand-final,norway,Lithuania,Televoting,5
athens-2006,grand-final,norway,Romania,Televoting,4
athens-2006,grand-final,norway,Russia,Televoting,3
athens-2006,grand-final,norway,United Kingdom,Televoting,2
athens-2006,grand-final,norway,Germany,Televoting,1
athens-2006,grand-final,poland,Finland,Televoting,12
athens-2006,grand-final,poland,Russia,Televoting,10
athens-2006,grand-final,poland,Lithuania,Televoting,8
athens-2006,grand-final,poland,Sweden,Televoting,7
athens-2006,grand-final,poland,Ukraine,Televoting,6
athens-2006,grand-final,poland,Armenia,Televoting,5
athens-2006,grand-final,poland,Bosnia & Herzegovina,Televoting,4
athens-2006,grand-final,poland,Romania,Televoting,3
athens-2006,grand-final,poland,Ireland,Televoting,2
athens-2006,grand-final,poland,United Kingdom,Televoting,1
athens-2006,grand-final,portugal,Ukraine,Televoting,12
athens-2006,grand-final,portugal,Romania,Televoting,10
athens-2006,grand-final,portugal,Sweden,Televoting,8
athens-2006,grand-final,portugal,Russia,Televoting,7
athens-2006,grand-final,portugal,Finland,Televoting,6
athens-2006,grand-final,portugal,Ireland,Televoting,5
athens-2006,grand-final,portugal,Lithuania,Televoting,4
athens-2006,grand-final,portugal,Moldova,Televoting,3
athens-2006,grand-final,portugal,Bosnia & Herzegovina,Televoting,2
athens-2006,grand-final,portugal,Switzerland,Televoting,1
athens-2006,grand-final,romania,Moldova,Televoting,12
athens-2006,grand-final,romania,Greece,Televoting,10
athens-2006,grand-final,romania,Russia,Televoting,8
athens-2006,grand-final,romania,Bosnia & Herzegovina,Televoting,7
athens-2006,grand-final,romania,Turkey,Televoting,6
athens-2006,grand-final,romania,Sweden,Televoting,5
athens-2006,grand-final,romania,Finland,Televoting,4
athens-2006,grand-final,romania,Ukraine,Televoting,3
athens-2006,grand-final,romania,Ireland,Televoting,2
athens-2006,grand-final,romania,Armenia,Televoting,1
athens-2006,grand-final,russia,Armenia,Televoting,12
athens-2006,grand-final,russia,Ukraine,Televoting,10
athens-2006,grand-final,russia,Finland,Televoting,8
athens-2006,grand-final,russia,Norway,Televoting,7
athens-2006,grand-final,russia,Bosnia & Herzegovina,Televoting,6
athens-2006,grand-final,russia,Lithuania,Televoting,5
athens-2006,grand-final,russia,Romania,Televoting,4
athens-2006,grand-final,russia,Moldova,Televoting,3
athens-2006,grand-final,russia,Sweden,Televoting,2
athens-2006,grand-final,russia,Latvia,Televoting,1
athens-2006,grand-final,serbia-montenegro,Bosnia & Herzegovina,Televoting,12
athens-2006,grand-final,serbia-montenegro,Croatia,Televoting,10
athens-2006,grand-final,serbia-montenegro,F.Y.R. Macedonia,Televoting,8
athens-2006,grand-final,serbia-montenegro,Finland,Televoting,7
athens-2006,grand-final,serbia-montenegro,Greece,Televoting,6
athens-2006,grand-final,serbia-montenegro,Russia,Televoting,5
athens-2006,grand-final,serbia-montenegro,Romania,Televoting,4
athens-2006,grand-final,serbia-montenegro,Lithuania,Televoting,3
athens-2006,grand-final,serbia-montenegro,Ukraine,Televoting,2
athens-2006,grand-final,serbia-montenegro,Sweden,Televoting,1
athens-2006,grand-final,slovenia,Bosnia & Herzegovina,Televoting,12
athens-2006,grand-final,slovenia,Croatia,Televoting,10
athens-2006,grand-final,slovenia,Finland,Televoting,8
athens-2006,grand-final,slovenia,Sweden,Televoting,7
athens-2006,grand-final,slovenia,F.Y.R. Macedonia,Televoting,6
athens-2006,grand-final,slovenia,Romania,Televoting,5
athens-2006,grand-final,slovenia,Russia,Televoting,4
athens-2006,grand-final,slovenia,Lithuania,Televoting,3
athens-2006,grand-final,slovenia,Ukraine,Televoting,2
athens-2006,grand-final,slovenia,Ireland,Televoting,1
athens-2006,grand-final,spain,Romania,Televoting,12
athens-2006,grand-final,spain,Finland,Televoting,10
athens-2006,grand-final,spain,Armenia,Televoting,8
athens-2006,grand-final,spain,Russia,Televoting,7
athens-2006,grand-final,spain,Sweden,Televoting,6
athens-2006,grand-final,spain,Germany,Televoting,5
athens-2006,grand-final,spain,Lithuania,Televoting,4
athens-2006,grand-final,spain,Ukraine,Televoting,3
athens-2006,grand-final,spain,Moldova,Televoting,2
athens-2006,grand-final,spain,Bosnia & Herzegovina,Televoting,1
athens-2006,grand-final,sweden,Finland,Televoting,12
athens-2006,grand-final,sweden,Bosnia & Herzegovina,Televoting,10
athens-2006,grand-final,sweden,Denmark,Televoting,8
athens-2006,grand-final,sweden,Russia,Televoting,7
athens-2006,grand-final,sweden,Romania,Televoting,6
athens-2006,grand-final,sweden,Ireland,Televoting,5
athens-2006,grand-final,sweden,Greece,Televoting,4
athens-2006,grand-final,sweden,Lithuania,Televoting,3
athens-2006,grand-final,sweden,Norway,Televoting,2
athens-2006,grand-final,sweden,Ukraine,Televoting,1
athens-2006,grand-final,switzerland,Bosnia & Herzegovina,Televoting,12
athens-2006,grand-final,switzerland,Turkey,Televoting,10
athens-2006,grand-final,switzerland,Finland,Televoting,8
athens-2006,grand-final,switzerland,Germany,Televoting,7
athens-2006,grand-final,switzerland,Croatia,Televoting,6
athens-2006,grand-final,switzerland,Greece,Televoting,5
athens-2006,grand-final,switzerland,F.Y.R. Macedonia,Televoting,4
athens-2006,grand-final,switzerland,Ireland,Televoting,3
athens-2006,grand-final,switzerland,Sweden,Televoting,2
athens-2006,grand-final,switzerland,Romania,Televoting,1
athens-2006,grand-final,the-netherlands,Turkey,Televoting,12
athens-2006,grand-final,the-netherlands,Armenia,Televoting,10
athens-2006,grand-final,the-netherlands,Bosnia & Herzegovina,Televoting,8
athens-2006,grand-final,the-netherlands,Finland,Televoting,7
athens-2006,grand-final,the-netherlands,Lithuania,Televoting,6
athens-2006,grand-final,the-netherlands,Greece,Televoting,5
athens-2006,grand-final,the-netherlands,Ireland,Televoting,4
athens-2006,grand-final,the-netherlands,Germany,Televoting,3
athens-2006,grand-final,the-netherlands,Russia,Televoting,2
athens-2006,grand-final,the-netherlands,Ukraine,Televoting,1
athens-2006,grand-final,turkey,Bosnia & Herzegovina,Televoting,12
athens-2006,grand-final,turkey,Armenia,Televoting,10
athens-2006,grand-final,turkey,Ukraine,Televoting,8
athens-2006,grand-final,turkey,Finland,Televoting,7
athens-2006,grand-final,turkey,F.Y.R. Macedonia,Televoting,6
athens-2006,grand-final,turkey,Russia,Televoting,5
athens-2006,grand-final,turkey,Greece,Televoting,4
athens-2006,grand-final,turkey,Romania,Televoting,3
athens-2006,grand-final,turkey,Croatia,Televoting,2
athens-2006,grand-final,turkey,Moldova,Televoting,1
athens-2006,grand-final,ukraine,Russia,Televoting,12
athens-2006,grand-final,ukraine,Bosnia & Herzegovina,Televoting,10
athens-2006,grand-final,ukraine,Armenia,Televoting,8
athens-2006,grand-final,ukraine,Finland,Televoting,7
athens-2006,grand-final,ukraine,Sweden,Televoting,6
athens-2006,grand-final,ukraine,Lithuania,Televoting,5
athens-2006,grand-final,ukraine,Latvia,Televoting,4
athens-2006,grand-final,ukraine,Norway,Televoting,3
athens-2006,grand-final,ukraine,Ireland,Televoting,2
athens-2006,grand-final,ukraine,Romania,Televoting,1
athens-2006,grand-final,united-kingdom,Finland,Televoting,12
athens-2006,grand-final,united-kingdom,Lithuania,Televoting,10
athens-2006,grand-final,united-kingdom,Ireland,Televoting,8
athens-2006,grand-final,united-kingdom,Greece,Televoting,7
athens-2006,grand-final,united-kingdom,Romania,Televoting,6
athens-2006,grand-final,united-kingdom,Germany,Televoting,5
athens-2006,grand-final,united-kingdom,Sweden,Televoting,4
athens-2006,grand-final,united-kingdom,Turkey,Televoting,3
athens-2006,grand-final,united-kingdom,Latvia,Televoting,2
athens-2006,grand-final,united-kingdom,Russia,Televoting,1
kyiv-2005,semi-final,albania,F.Y.R. Macedonia,Televoting,12
kyiv-2005,semi-final,albania,Croatia,Televoting,10
kyiv-2005,semi-final,albania,Slovenia,Televoting,8
kyiv-2005,semi-final,albania,Israel,Televoting,7
kyiv-2005,semi-final,albania,Andorra,Televoting,6
kyiv-2005,semi-final,albania,Austria,Televoting,5
kyiv-2005,semi-final,albania,Bulgaria,Televoting,4
kyiv-2005,semi-final,albania,Moldova,Televoting,3
kyiv-2005,semi-final,albania,Norway,Televoting,2
kyiv-2005,semi-final,albania,Belgium,Televoting,1
kyiv-2005,semi-final,andorra,Israel,Televoting,12
kyiv-2005,semi-final,andorra,Monaco,Televoting,10
kyiv-2005,semi-final,andorra,Denmark,Televoting,8
kyiv-2005,semi-final,andorra,Austria,Televoting,7
kyiv-2005,semi-final,andorra,Iceland,Televoting,6
kyiv-2005,semi-final,andorra,The Netherlands,Televoting,5
kyiv-2005,semi-final,andorra,Romania,Televoting,4
kyiv-2005,semi-final,andorra,Finland,Televoting,3
kyiv-2005,semi-final,andorra,Ireland,Televoting,2
kyiv-2005,semi-final,andorra,Hungary,Televoting,1
kyiv-2005,semi-final,austria,Croatia,Televoting,12
kyiv-2005,semi-final,austria,Romania,Televoting,10
kyiv-2005,semi-final,austria,Moldova,Televoting,8
kyiv-2005,semi-final,austria,Hungary,Televoting,7
kyiv-2005,semi-final,austria,Denmark,Televoting,6
kyiv-2005,semi-final,austria,Poland,Televoting,5
kyiv-2005,semi-final,austria,F.Y.R. Macedonia,Televoting,4
kyiv-2005,semi-final,austria,Slovenia,Televoting,3
kyiv-2005,semi-final,austria,Norway,Televoting,2
kyiv-2005,semi-final,austria,Switzerland,Televoting,1
kyiv-2005,semi-final,belarus,Israel,Televoting,12
kyiv-2005,semi-final,belarus,Moldova,Televoting,10
kyiv-2005,semi-final,belarus,Switzerland,Televoting,8
kyiv-2005,semi-final,belarus,Latvia,Televoting,7
kyiv-2005,semi-final,belarus,Poland,Televoting,6
kyiv-2005,semi-final,belarus,Norway,Televoting,5
kyiv-2005,semi-final,belarus,Hungary,Televoting,4
kyiv-2005,semi-final,belarus,Romania,Televoting,3
kyiv-2005,semi-final,belarus,Slovenia,Televoting,2
kyiv-2005,semi-final,belarus,Croatia,Televoting,1
kyiv-2005,semi-final,belgium,The Netherlands,Televoting,12
kyiv-2005,semi-final,belgium,Portugal,Televoting,10
kyiv-2005,semi-final,belgium,Romania,Televoting,8
kyiv-2005,semi-final,belgium,Denmark,Televoting,7
kyiv-2005,semi-final,belgium,Hungary,Televoting,6
kyiv-2005,semi-final,belgium,Poland,Televoting,5
kyiv-2005,semi-final,belgium,Moldova,Televoting,4
kyiv-2005,semi-final,belgium,Israel,Televoting,3
kyiv-2005,semi-final,belgium,Norway,Televoting,2
kyiv-2005,semi-final,belgium,Croatia,Televoting,1
kyiv-2005,semi-final,bosnia-herzegovina,Croatia,Televoting,12
kyiv-2005,semi-final,bosnia-herzegovina,F.Y.R. Macedonia,Televoting,10
kyiv-2005,semi-final,bosnia-herzegovina,Slovenia,Televoting,8
kyiv-2005,semi-final,bosnia-herzegovina,Norway,Televoting,7
kyiv-2005,semi-final,bosnia-herzegovina,Moldova,Televoting,6
kyiv-2005,semi-final,bosnia-herzegovina,Romania,Televoting,5
kyiv-2005,semi-final,bosnia-herzegovina,Ireland,Televoting,4
kyiv-2005,semi-final,bosnia-herzegovina,Hungary,Televoting,3
kyiv-2005,semi-final,bosnia-herzegovina,Switzerland,Televoting,2
kyiv-2005,semi-final,bosnia-herzegovina,Bulgaria,Televoting,1
kyiv-2005,semi-final,bulgaria,Belarus,Televoting,12
kyiv-2005,semi-final,bulgaria,F.Y.R. Macedonia,Televoting,10
kyiv-2005,semi-final,bulgaria,Croatia,Televoting,8
kyiv-2005,semi-final,bulgaria,Hungary,Televoting,7
kyiv-2005,semi-final,bulgaria,Moldova,Televoting,6
kyiv-2005,semi-final,bulgaria,Romania,Televoting,5
kyiv-2005,semi-final,bulgaria,Israel,Televoting,4
kyiv-2005,semi-final,bulgaria,Switzerland,Televoting,3
kyiv-2005,semi-final,bulgaria,Norway,Televoting,2
kyiv-2005,semi-final,bulgaria,Ireland,Televoting,1
kyiv-2005,semi-final,croatia,F.Y.R. Macedonia,Televoting,12
kyiv-2005,semi-final,croatia,Slovenia,Televoting,10
kyiv-2005,semi-final,croatia,Hungary,Televoting,8
kyiv-2005,semi-final,croatia,Latvia,Televoting,7
kyiv-2005,semi-final,croatia,Denmark,Televoting,6
kyiv-2005,semi-final,croatia,Ireland,Televoting,5
kyiv-2005,semi-final,croatia,Moldova,Televoting,4
kyiv-2005,semi-final,croatia,Switzerland,Televoting,3
kyiv-2005,semi-final,croatia,Poland,Televoting,2
kyiv-2005,semi-final,croatia,Romania,Televoting,1
kyiv-2005,semi-final,cyprus,Romania,Televoting,12
kyiv-2005,semi-final,cyprus,Bulgaria,Televoting,10
kyiv-2005,semi-final,cyprus,Moldova,Televoting,8
kyiv-2005,semi-final,cyprus,Belarus,Televoting,7
kyiv-2005,semi-final,cyprus,Hungary,Televoting,6
kyiv-2005,semi-final,cyprus,Switzerland,Televoting,5
kyiv-2005,semi-final,cyprus,Norway,Televoting,4
kyiv-2005,semi-final,cyprus,Israel,Televoting,3
kyiv-2005,semi-final,cyprus,Latvia,Televoting,2
kyiv-2005,semi-final,cyprus,Ireland,Televoting,1
kyiv-2005,semi-final,denmark,Norway,Televoting,12
kyiv-2005,semi-final,denmark,Iceland,Televoting,10
kyiv-2005,semi-final,denmark,Finland,Televoting,8
kyiv-2005,semi-final,denmark,Romania,Televoting,7
kyiv-2005,semi-final,denmark,The Netherlands,Televoting,6
kyiv-2005,semi-final,denmark,Latvia,Televoting,5
kyiv-2005,semi-final,denmark,Israel,Televoting,4
kyiv-2005,semi-final,denmark,Estonia,Televoting,3
kyiv-2005,semi-final,denmark,Switzerland,Televoting,2
kyiv-2005,semi-final,denmark,Hungary,Televoting,1
kyiv-2005,semi-final,estonia,Switzerland,Televoting,12
kyiv-2005,semi-final,estonia,Latvia,Televoting,10
kyiv-2005,semi-final,estonia,Finland,Televoting,8
kyiv-2005,semi-final,estonia,Denmark,Televoting,7
kyiv-2005,semi-final,estonia,Norway,Televoting,6
kyiv-2005,semi-final,estonia,Moldova,Televoting,5
kyiv-2005,semi-final,estonia,Hungary,Televoting,4
kyiv-2005,semi-final,estonia,Croatia,Televoting,3
kyiv-2005,semi-final,estonia,Ireland,Televoting,2
kyiv-2005,semi-final,estonia,Romania,Televoting,1
kyiv-2005,semi-final,f-y-r-macedonia,Croatia,Televoting,12
kyiv-2005,semi-final,f-y-r-macedonia,Moldova,Televoting,10
kyiv-2005,semi-final,f-y-r-macedonia,Bulgaria,Televoting,8
kyiv-2005,semi-final,f-y-r-macedonia,Slovenia,Televoting,7
kyiv-2005,semi-final,f-y-r-macedonia,Belarus,Televoting,6
kyiv-2005,semi-final,f-y-r-macedonia,Romania,Televoting,5
